DE_time_mean,DE_time_std,DE_time_max,DE_time_min,DE_time_ptp,DE_time_median,DE_time_iqr,DE_time_pr,DE_time_skew,DE_time_kurtosis,DE_time_amp,DE_time_smr,DE_time_pulse,DE_1X,DE_2X,DE_3X,DE_1XRatio,DE_2XRatio,DE_3XRatio,FE_time_mean,FE_time_std,FE_time_max,FE_time_min,FE_time_ptp,FE_time_median,FE_time_iqr,FE_time_pr,FE_time_skew,FE_time_kurtosis,FE_time_amp,FE_time_smr,FE_time_pulse,FE_1X,FE_2X,FE_3X,FE_1XRatio,FE_2XRatio,FE_3XRatio,label
0.01613738868928809,0.12990932750331796,0.3401391616766467,-0.3078145708582834,0.64795373253493,0.01932978043912176,0.17640455089820362,0.34793604790419164,0.0759169105410504,-0.3432422750130937,0.10552435768463077,0.0903578666262078,3.223323686965088,1.1592818187130212,1.1368040441315854,0.8983065547247561,0.000513944913093957,0.0004942079668392107,0.00030859412916274087,0.032774109090909095,0.11575086493798775,0.3379727272727273,-0.24284727272727274,0.5808200000000001,0.024654545454545457,0.1577890909090909,0.2806714545454545,0.2309127421862936,-0.11748610678810055,0.0938434181818182,0.07853460952890523,3.6014537174883965,0.7406553813083304,3.324562007287154,1.398098866417142,0.00024830711073052953,0.005002944284506453,0.000884774420855147,1
0.01540534770459082,0.13956042321484916,0.35914407185628744,-0.3916310978043913,0.7507751696606788,0.011614111776447104,0.17295280439121755,0.33391789620758483,-0.31024299458909793,0.36959278175942334,0.1078807499667332,0.08822532522373443,3.3290839372829297,0.8472244039459536,0.7630857803908733,0.7245912225647355,0.00023861142538923912,0.0001935713339228828,0.00017453416751588585,0.0371502909090909,0.08795673076100961,0.25065454545454546,-0.14299636363636362,0.39365090909090905,0.035749090909090904,0.11623590909090907,0.2268834545454545,0.16508143948597298,-0.4724717530976164,0.07634006060606056,0.06510993702319373,3.283394635327893,1.4142803145009843,1.439467104443925,0.6880551630259639,0.0014365281455931266,0.0014881497500145258,0.0003400084126565287,1
0.016959310445775123,0.1573789875828122,0.4223313373253493,-0.3755500199600798,0.7978813572854291,0.01388820359281437,0.2072672255489022,0.39562700199600803,0.018693094207300403,-0.2571915470246191,0.12642975888223554,0.10723992342387287,3.340442480150062,0.7334118036805312,0.4707622877528628,0.2685321797020432,0.00014069169423575878,5.79663558159881e-05,1.8861027273005145e-05,0.03348772121212123,0.09229727802774056,0.2555854545454545,-0.26277636363636364,0.5183618181818181,0.036570909090909084,0.13657590909090908,0.22821890909090906,-0.20521010603263376,-0.17381701308778694,0.07993962424242429,0.06824062000359946,3.197231122457719,0.9775085989234104,1.7551048827582167,0.7328672929224509,0.0006491264348251008,0.0020926387908990264,0.0003648705427325292,1
0.012741411576846308,0.12232859271010918,0.3154490219560878,-0.4161588023952096,0.7316078243512973,0.02688301397205589,0.1488311876247505,0.30729477844311376,-0.256338719040474,0.5908281093833998,0.09579990791749833,0.08108314731963735,3.2927904505685808,0.8618357409539291,1.0153874720086988,1.1836074745376162,0.0003218024633347081,0.00044668766964185187,0.0006069539765669584,0.035484739393939375,0.1050118789389211,0.2929781818181818,-0.2331909090909091,0.5261690909090909,0.020956363636363638,0.1422772727272727,0.26337218181818184,0.09395067154110362,-0.14670840359299486,0.08577179393939388,0.07072860607058888,3.4157870362977296,1.2244899448727495,1.1077853042938606,2.1413487259471875,0.0007992667085937162,0.0006541727911882237,0.002444308828245982,1
0.01531654983366601,0.1479020226676818,0.3898443113772455,-0.3227586027944112,0.7126029141716568,0.010395848303393214,0.20503374251497009,0.3937914850299401,0.06052278164983525,-0.4762997061357717,0.1207477780439122,0.1035654729692265,3.2285837279380103,0.9841401638549346,0.4344934061275831,0.634910786109945,0.0002870884876512734,5.595878096511617e-05,0.00011948882081087495,0.034434181818181815,0.10472442443503163,0.28455454545454545,-0.2424363636363636,0.5269909090909091,0.022497272727272727,0.14464000000000002,0.27625418181818184,0.2553957322661708,-0.33960439865295244,0.08568550303030299,0.07054260562949045,3.32091818792161,1.3478667739396741,1.8355004644721875,0.8510972357685446,0.0009791356400664446,0.0018157578107010734,0.00039039772978844523,1
0.014885555289421155,0.12579492233838593,0.3844839520958084,-0.33900211576846306,0.7234860678642714,0.014781596806387225,0.1469225748502994,0.2973050179640718,0.0631885439643707,0.5237717096368231,0.09655577272122418,0.08014031833208743,3.981988246377464,0.3668286972013502,0.912049482534392,0.7321918681209378,5.495850486185738e-05,0.00033973876601192367,0.00021895663238435747,0.03383836363636364,0.10737996489404683,0.3371509090909091,-0.2375054545454545,0.5746563636363636,0.02804454545454545,0.13416181818181822,0.25922199999999995,0.1951910675357043,-0.031525969324014635,0.08832490909090908,0.07438548403670316,3.817166782972785,1.2900859284826092,2.8386126004916847,1.2210124985681534,0.0008600486427387942,0.004163877947378113,0.0007704171774549946,1
0.013956426347305392,0.1641766706528789,0.5258025149700598,-0.5126452694610778,1.0384477844311375,0.02152265469061876,0.2275310079840319,0.39336915369261466,-0.04090690576674569,0.5973565064705992,0.12908828050565532,0.10899875780289453,4.07320101337181,1.0829589216500202,0.398115516165876,0.7597595283694291,0.00028311756581200006,3.8261417619926066e-05,0.00013934620951179896,0.032561806060606074,0.1134325988898158,0.2962654545454545,-0.2284654545454545,0.524730909090909,0.03708454545454545,0.16318227272727273,0.29571072727272724,-0.09352162137846433,-0.4658087078378741,0.0968170303030303,0.08425866771048057,3.0600551743651407,0.5169156285786579,3.2152193723769416,1.6382784275023887,0.00012568013751271443,0.004862376022391603,0.0012624167450349146,1
0.012378639787092478,0.13679838192288535,0.31220031936127746,-0.3448497804391218,0.6570500998003992,-0.00048730538922155684,0.22225186626746507,0.34151986027944115,-0.08990973047653034,-0.6419774955443573,0.1137338291417165,0.0979763319680508,2.7450084264046413,0.9499161288190632,0.5126241062813514,0.8914331309637041,0.00031344195850164407,9.128189746941314e-05,0.00027603499921180144,0.03509574545454547,0.09296388337721373,0.23627272727272725,-0.21675454545454545,0.4530272727272727,0.03451636363636363,0.1459240909090909,0.2232674545454545,-0.0629763363464258,-0.5304417884752546,0.0808162303030303,0.06882541889763193,2.9235801569411723,1.4621203915305596,1.9200250290335459,0.9118301685764252,0.0014178285005843852,0.002444956936439062,0.0005514235985539046,1
0.016851020359281432,0.17742333040042785,0.3783114171656687,-0.3359158483033932,0.7142272654690619,-0.0013806986027944115,0.2888096606786427,0.4736121077844312,-0.004648517449751223,-0.8757821980580349,0.1480509575515636,0.12796654179284073,2.555278421849513,0.772329680878501,1.6603059497325563,1.5565250887833335,0.00012307553205674114,0.0005687776464709923,0.0004998946880458711,0.034436921212121184,0.11432708962444345,0.3237963636363637,-0.2738709090909091,0.5976672727272728,0.02712,0.17098954545454542,0.2788634545454545,0.1631090261947397,-0.38435548128915104,0.09624312727272724,0.08252336954466041,3.364358295619505,1.1430885354431728,3.2208660559058386,1.9737338136334868,0.0006003653499041803,0.004766517697554653,0.0017899176220813906,1
0.015254824484364602,0.14299637067604198,0.4330520558882235,-0.37977333333333335,0.8128253892215569,0.015268902195608782,0.16625235528942114,0.3209555728542913,0.06508013555227397,0.7264075466930366,0.10791865149700597,0.08780838270767294,4.012763779764592,0.4573545403725228,0.3518040733865011,0.5879242230237356,6.628607862512234e-05,3.92209460574305e-05,0.00010953654685317806,0.035347769696969684,0.09546115886509758,0.2635981818181818,-0.2455181818181818,0.5091163636363636,0.036365454545454534,0.1278440909090909,0.2339099999999999,0.10836905430164663,-0.12088269544320075,0.08158599999999999,0.07035726132523061,3.2309242004532863,1.5933544883749204,2.475275266109695,1.5255837633631042,0.0016044685817048078,0.0038721609917872018,0.0014708843153632114,1
