DE_time_mean,DE_time_std,DE_time_max,DE_time_min,DE_time_ptp,DE_time_median,DE_time_iqr,DE_time_pr,DE_time_skew,DE_time_kurtosis,DE_time_var,DE_time_amp,DE_time_smr,DE_time_pulse,DE_time_margin,DE_1X,DE_2X,DE_3X,DE_1XRatio,DE_2XRatio,DE_3XRatio,FE_time_mean,FE_time_std,FE_time_max,FE_time_min,FE_time_ptp,FE_time_median,FE_time_iqr,FE_time_pr,FE_time_skew,FE_time_kurtosis,FE_time_var,FE_time_amp,FE_time_smr,FE_time_pulse,FE_time_margin,FE_1X,FE_2X,FE_3X,FE_1XRatio,FE_2XRatio,FE_3XRatio,label
0.013910944510978048,0.12963929371703067,0.3401391616766467,-0.3078145708582834,0.64795373253493,0.019329780439121758,0.18054664670658682,0.3400904311377246,0.051429498965278216,-0.40384221472304294,0.016638283010696045,0.10686932055888228,0.09341216037391104,3.182757782101166,3.641272831236689,0.6814543765227202,0.7174600836679409,0.7562653491364707,0.00026942824286935597,0.00029865173103584415,0.00033183176191647136,0.03392670909090908,0.11102361447839404,0.32790545454545456,-0.24284727272727274,0.5707527272727273,0.01653909090909091,0.1616413636363636,0.2691865454545455,0.21760413507018914,-0.1737090954002296,0.012202980542128596,0.09066914545454549,0.07590088202292569,3.6165054043642777,4.320179763476417,0.7577831972442247,3.12739920079777,0.843511763032009,0.00041993158823056085,0.007152456806997417,0.0005203204423663728,1
0.01299805908183632,0.16997910736182714,0.35914407185628744,-0.3916310978043913,0.7507751696606788,0.013076027944111775,0.23642433133732535,0.4757075209580838,-0.16079632546824893,-0.4681588314526799,0.028603967970128322,0.1366989077844311,0.11437704709958099,2.6272636532154574,3.1400012586756416,0.48405396278472257,0.17668558726542746,0.941336685931846,7.952500453211105e-05,1.0595425238140484e-05,0.000300750329325958,0.03686059999999999,0.10800698019048398,0.3379727272727273,-0.21100181818181807,0.5489745454545454,0.03729,0.14299636363636364,0.2542500000000002,0.14101400532231612,0.048306598140360535,0.011548852692168923,0.09057463636363637,0.0777317415749255,3.731427923329931,4.347937154437173,0.8787604182928884,2.0653321646931153,1.5312674857834663,0.0005842476599327092,0.0032272738950025717,0.001774018440103122,1
0.020405100998003987,0.09477410267340008,0.214089500998004,-0.20548043912175648,0.41956994011976045,0.011695329341317366,0.11528833333333334,0.24805468662674657,-0.16070621556300285,-0.2711553473151427,0.008892309232172699,0.07653943313373256,0.06380888906789534,2.7971137521222404,3.3551673462016205,0.4185053276883477,0.5187779016761024,0.23209446129309727,0.0001837443724193515,0.0002823416842279295,5.651212234126318e-05,0.03409929090909091,0.08846466253915433,0.25065454545454546,-0.14299636363636362,0.39365090909090905,0.030715454545454546,0.11325681818181818,0.23510163636363635,0.24500354014609582,-0.33240898690523046,0.0077477365529847915,0.07403143636363639,0.061903860943943574,3.3857852524075143,4.049093895476458,0.9722535758772352,1.4606570314727025,0.23389706433030655,0.001035993797095202,0.0023382694969898156,5.995806364527591e-05,1
0.011284368463073855,0.13812295362825622,0.32259616766467064,-0.33364175648702593,0.6562379241516966,0.010720718562874251,0.19041458083832338,0.3448985109780441,-0.1312373093333563,-0.3918421941452541,0.018887170815803482,0.11108451217564864,0.09380188502374394,2.9040607132934637,3.439122439629143,0.8980950242830726,0.2691489814752627,0.23233733366825562,0.0004142471567280545,3.720492531234577e-05,2.7723812803757448e-05,0.034060254545454555,0.08460319934303934,0.20956363636363634,-0.18141636363636365,0.39098,0.04550818181818181,0.13287772727272726,0.22369890909090911,-0.11675424679521547,-0.7736918269993667,0.0070861243256872715,0.07610036363636367,0.06601005297571871,2.7537796976241884,3.1747230446962784,0.872742951345809,2.100497060746358,0.6278902517720939,0.0009020228699943744,0.00522503260986677,0.0004668875895466459,1
0.01700208502994012,0.17730545954515173,0.4223313373253493,-0.4161588023952096,0.8384901397205589,0.025096227544910178,0.2389420758483034,0.4662375528942116,-0.024053223687321226,-0.3886458687397565,0.031122853724672262,0.1438996570858283,0.12470420405714701,2.934901624355169,3.386664792245589,0.47698024829088737,1.1716026144647609,0.7006215389659105,7.073042821678528e-05,0.00042674275935078405,0.00015260630106558295,0.03612918181818182,0.10973769942324167,0.2831163636363636,-0.26277636363636364,0.5458927272727272,0.03441363636363636,0.12851181818181817,0.2857872727272728,-0.14745142926214302,0.21456198609645938,0.011921939047958678,0.08895154545454544,0.07338390913900393,3.1828155676175083,3.858016927117961,1.1858247594121765,2.6899730429967104,0.7777185587130848,0.0010381767178386408,0.005342273435765604,0.0004465552325067234,1
0.01626462954091816,0.09632275959253052,0.2623327345309381,-0.18030299401197605,0.4426357285429141,0.023553093812375248,0.12328826347305391,0.27373568063872267,-0.06961348097132804,-0.3542169958996979,0.009185293275365228,0.07836033093812377,0.06704650129048068,3.3477747144545087,3.9126983434135485,0.20296549995633495,0.8786546449840654,0.7081826223228511,4.2571644490938485e-05,0.0007978337419631694,0.0005182824610354432,0.03326925454545455,0.10107766023436449,0.2929781818181818,-0.20833090909090907,0.5013090909090909,0.013354545454545452,0.16405545454545453,0.24705909090909103,0.17887918054770924,-0.5373979192479972,0.010114526464469092,0.08351521818181819,0.06914137547147994,3.508081379615734,4.237378556911008,1.4346545429555546,1.310179860212464,1.9712857432974047,0.0017912196539438942,0.0014938810167918397,0.0033818421451216286,1
0.012041316167664675,0.13748004608899722,0.3092764870259481,-0.3227586027944112,0.6320350898203593,0.006741057884231538,0.18781561876247505,0.35428726147704603,0.10940770504470891,-0.3191781362055086,0.018711755441906466,0.11079862634730539,0.09467392506126436,2.7913386403952445,3.26675467216356,0.9237135086796382,0.4226389685219326,0.09159819568998824,0.0004418835343633999,9.250651171708082e-05,4.345172948496214e-06,0.03503410909090909,0.09801423429307823,0.25024363636363633,-0.1676509090909091,0.4178945454545454,0.023113636363636364,0.13785999999999998,0.2732956363636364,0.3074175226581977,-0.6899649047014211,0.009510722222817848,0.08118330909090914,0.06662222841902958,3.0824517892392547,3.756158301846268,1.182568445877849,1.2430264011927807,0.7917804361967937,0.001271817295921393,0.0014051829103360006,0.0005701402304661605,1
0.015780572854291405,0.17656323635595947,0.3898443113772455,-0.33900211576846306,0.7288464271457086,0.010314630738522953,0.27589606786427145,0.47716943712574855,0.04259339260146361,-0.8449033115030318,0.030862830668165503,0.14701191417165668,0.12723215275088265,2.6517871940776754,3.064039261683726,0.8783498769014961,0.6292467587314212,0.6429131149672849,0.0002421637854770269,0.0001242842459213571,0.00012974142917102029,0.03550254545454544,0.09943980276069653,0.28455454545454545,-0.2424363636363636,0.5269909090909091,0.02290818181818182,0.12055045454545454,0.24722345454545452,0.27156105106483996,0.31414794321626394,0.009789391629355364,0.08006152727272729,0.06568131426766022,3.554198316567439,4.33235157711594,0.7876567355391598,2.1618955788653715,0.4098402439422322,0.000548300610363111,0.004130609825530158,0.0001484478628958362,1
0.017481268662674652,0.08153902535230283,0.19297293413173647,-0.18208978043912166,0.37506271457085816,0.018598822355289424,0.12674000998003992,0.20622764071856292,0.06420916956898486,-0.6181719237820671,0.0065821265288494475,0.06814478562874252,0.0590355796321986,2.831807780320365,3.2687564911531264,0.644793051212164,1.4123658545617086,0.6147338960018549,0.0005894747075859727,0.0028282571753165,0.0005357951765436346,0.03187216363636364,0.1198225526297982,0.3371509090909091,-0.2375054545454545,0.5746563636363636,0.03348909090909091,0.17443090909090905,0.3092090909090909,0.1631030775522069,-0.37301608681721055,0.01421386967753355,0.0997707818181818,0.08591166907902555,3.3792549576820914,3.924390163817933,1.008674718294127,3.0447645846235485,0.8089521159643833,0.0006523953217296996,0.005944509228611632,0.0004196180849099701,1
0.009625905788423152,0.18102161358808835,0.5258025149700598,-0.5126452694610778,1.0384477844311375,0.017218123752495006,0.2525054091816367,0.4265221636726547,0.021482229344491864,0.4098831168665962,0.03244113634017483,0.14228017884231536,0.12052536150415892,3.695542971960909,4.362588159106382,0.37639628689019067,0.512865866398237,0.6636843439586049,4.252614215121466e-05,7.8953778146474e-05,0.00013221735699010277,0.03433761818181817,0.11558979344961653,0.2962654545454545,-0.2284654545454545,0.524730909090909,0.048384545454545444,0.16349045454545455,0.2958545454545455,-0.1177304584346394,-0.4144918213053841,0.013227390346227764,0.09942972727272721,0.08741768866210958,2.979646657712575,3.3890790191284035,0.9868746814137433,2.3032084378825752,1.659241027800123,0.0006601866052305425,0.003595913035276439,0.0018662148892383693,1
