DE_time,FE_time,RPM,fault
0.2343938922155689,-0.12943636363636365,1797,IR
0.2655814371257485,-0.05814363636363636,1797,IR
0.16730818363273453,-0.3620109090909091,1797,IR
0.1599986027944112,-0.20997454545454544,1797,IR
0.016081077844311373,0.08834545454545455,1797,IR
0.08982662674650697,0.09697454545454544,1797,IR
0.2928705389221557,-0.14012,1797,IR
0.09632403193612774,-0.2422309090909091,1797,IR
-0.16276000000000002,-0.2962654545454545,1797,IR
-0.08803984031936128,0.0727309090909091,1797,IR
0.08446626746506987,0.13950363636363636,1797,IR
-0.029888063872255486,-0.15573454545454546,1797,IR
-0.008609061876247505,0.29441636363636364,1797,IR
0.06676083832335329,-0.07211454545454546,1797,IR
-0.111430499001996,0.13827090909090908,1797,IR
-0.0839789620758483,0.6315672727272726,1797,IR
0.016405948103792416,0.3348909090909091,1797,IR
-0.1439175249500998,0.3692018181818181,1797,IR
-0.2858858283433133,0.01623090909090909,1797,IR
0.10412091816367268,-0.19477090909090908,1797,IR
0.2469013972055888,-0.1495709090909091,1797,IR
-0.24056642714570856,-0.06718363636363636,1797,IR
-0.0737455489021956,-0.12429999999999998,1797,IR
0.299530379241517,0.16929454545454545,1797,IR
-0.03394894211576846,0.2931836363636364,1797,IR
-0.1396942115768463,-0.15635090909090907,1797,IR
0.2818249500998004,0.0678,1797,IR
0.3212966866267465,-0.02629818181818181,1797,IR
-0.10655744510978044,-0.15655636363636366,1797,IR
-0.11435433133732535,0.10067272727272727,1797,IR
0.235368502994012,-0.001438181818181818,1797,IR
0.12864862275449102,-0.1721709090909091,1797,IR
-0.0523041117764471,0.08279818181818181,1797,IR
0.016243512974051896,0.25065454545454546,1797,IR
-0.0753699001996008,0.2264109090909091,1797,IR
-0.2108407984031936,0.40145818181818177,1797,IR
0.0009746107784431137,-0.02013454545454545,1797,IR
0.415671497005988,-0.21963090909090907,1797,IR
0.14018151696606787,0.01047818181818182,1797,IR
-0.14765353293413175,-0.02403818181818182,1797,IR
0.1037960479041916,0.030818181818181814,1797,IR
-0.2776016367265469,0.14710545454545454,1797,IR
-0.4107984431137725,0.012532727272727272,1797,IR
0.17559237524950105,-0.3445472727272727,1797,IR
0.02176630738522954,-0.051569090909090905,1797,IR
-0.29417001996007985,-0.03328363636363636,1797,IR
0.304240998003992,-0.043350909090909086,1797,IR
0.4613157684630738,0.4300163636363636,1797,IR
-0.25534802395209577,0.07170363636363636,1797,IR
-0.18550091816367265,0.06862181818181817,1797,IR
0.282961996007984,-0.06163636363636363,1797,IR
-0.03800982035928144,-0.4869272727272727,1797,IR
-0.26866770459081835,-0.07766181818181818,1797,IR
0.11289241516966067,0.35132727272727265,1797,IR
0.04613157684630738,0.2788018181818181,1797,IR
-0.20986618762475048,0.1171090909090909,1797,IR
0.2894594011976048,0.19025090909090905,1797,IR
0.1962216367265469,-0.1144381818181818,1797,IR
-0.5626752894211576,0.08197636363636364,1797,IR
0.008609061876247505,0.3104418181818181,1797,IR
0.7082171656686627,-0.1370381818181818,1797,IR
-0.01916734530938124,-0.1008781818181818,1797,IR
-0.3204845109780439,-0.06697818181818181,1797,IR
0.2683428343313373,-0.17874545454545454,1797,IR
0.35264666666666666,0.043350909090909086,1797,IR
-0.049542714570858286,-0.0010272727272727274,1797,IR
-0.2361806786427145,-0.28476,1797,IR
0.041908263473053896,0.16498,1797,IR
0.07504502994011976,0.18182727272727275,1797,IR
0.12020199600798405,-0.2075090909090909,1797,IR
0.3669409580838323,0.2880472727272727,1797,IR
-0.1138670259481038,0.2712,1797,IR
-0.2865355688622755,0.19723636363636365,1797,IR
0.0675730139720559,0.2907181818181818,1797,IR
0.10477065868263473,-0.2816781818181818,1797,IR
-0.13530846307385228,-0.2387381818181818,1797,IR
-0.22351073852295408,-0.04807636363636364,1797,IR
0.02241604790419161,-0.14237999999999998,1797,IR
0.010720718562874251,0.2354509090909091,1797,IR
0.09876055888223552,0.2494218181818182,1797,IR
0.2611956886227545,-0.13107999999999995,1797,IR
0.008446626746506987,-0.005547272727272727,1797,IR
-0.0669232734530938,-0.19477090909090908,1797,IR
0.2126275848303393,-0.21593272727272728,1797,IR
0.09096367265469064,0.2525036363636364,1797,IR
-0.10590770459081836,0.08834545454545455,1797,IR
0.02663936127744511,0.2264109090909091,1797,IR
0.1258872255489022,0.1904563636363636,1797,IR
0.011532894211576843,-0.08362,1797,IR
