DE_time,FE_time,fault
0.19151101796407186,-0.03698181818181818,B
0.15057736526946106,0.044994545454545454,B
-0.0368727744510978,-0.00862909090909091,B
-0.0761820758483034,0.10478181818181816,B
0.02956319361277445,0.1284090909090909,B
0.017705429141716567,-0.07519636363636363,B
-0.01835516966067864,-0.016847272727272728,B
-0.027613972055888225,0.1337509090909091,B
-0.05295385229540918,-0.0020545454545454547,B
0.01266994011976048,-0.04006363636363637,B
0.0445072255489022,0.011094545454545454,B
-0.08284191616766468,-0.06574545454545455,B
-0.09063880239520958,0.043145454545454535,B
0.08544087824351297,0.04889818181818182,B
0.0505173253493014,-0.04417272727272727,B
-0.09372506986027944,0.06944363636363636,B
0.03378650698602795,0.02855818181818182,B
0.2254599600798403,-0.020545454545454544,B
0.0882022754491018,0.15758363636363634,B
-0.13579576846307384,0.014176363636363638,B
0.01868003992015968,-0.1008781818181818,B
0.1010346506986028,0.2093581818181818,B
-0.124262874251497,0.07889454545454545,B
-0.03313676646706587,-0.0606090909090909,B
0.18956179640718565,0.16641818181818185,B
0.02940075848303393,-0.007396363636363636,B
-0.1309227145708583,-0.039652727272727284,B
0.046943752495009976,0.20545454545454545,B
0.13871960079840318,-0.024243636363636363,B
-0.10087221556886228,-0.10848,B
-0.14944031936127744,0.1366272727272727,B
0.13644550898203592,-0.04294,B
0.09648646706586828,-0.010889090909090907,B
-0.15561285429141716,0.22579454545454544,B
0.01997952095808383,-0.07026545454545452,B
0.2040185229540918,0.03205090909090909,B
-0.027289101796407183,0.32790545454545456,B
-0.12101417165668665,-0.04951454545454545,B
0.14537944111776446,0.029790909090909087,B
0.1310851497005988,0.30818181818181817,B
-0.13141001996007987,-0.07047090909090907,B
0.05246654690618762,0.014381818181818181,B
0.299855249500998,0.18901818181818186,B
0.01705568862275449,-0.24284727272727274,B
-0.2579469860279441,-0.1356,B
-0.04353261477045908,0.1682672727272727,B
0.13758255489021956,-0.1261490909090909,B
-0.044994530938123764,-0.03739272727272727,B
-0.11435433133732535,0.12820363636363635,B
0.08462870259481038,-0.14073636363636366,B
0.1018468263473054,0.17792363636363634,B
-0.1216639121756487,0.2457236363636364,B
-0.0856033133732535,-0.034927272727272723,B
0.03037536926147705,0.25209272727272725,B
-0.07813129740518962,0.07992181818181819,B
0.00016243512974051897,-0.08197636363636364,B
0.1599986027944112,0.18552545454545447,B
0.05798934131736527,0.011094545454545454,B
-0.0282637125748503,-0.1076581818181818,B
0.11938982035928145,0.06595090909090909,B
0.2202620359281437,-0.05033636363636364,B
0.0761820758483034,-0.1921,B
-0.07569477045908184,0.008218181818181819,B
0.01104558882235529,0.08649636363636364,B
0.13644550898203592,0.11402727272727273,B
0.0334616367265469,0.1360109090909091,B
-0.061887784431137724,0.05691090909090909,B
0.04775592814371258,0.16148727272727273,B
0.1166284231536926,0.15573454545454546,B
-0.07650694610778443,0.07540181818181818,B
-0.16779548902195607,0.09656363636363637,B
0.09210071856287426,-0.028147272727272733,B
0.13660794411177646,-0.16395272727272728,B
-0.16730818363273453,-0.07047090909090907,B
-0.13205976047904192,-0.06430727272727273,B
0.2417034730538922,-0.16908909090909088,B
0.1653589620758483,-0.009861818181818182,B
-0.1807902994011976,-0.030818181818181814,B
0.032162155688622754,-0.006985454545454546,B
0.3401391616766467,0.1012890909090909,B
0.009746107784431137,-0.007601818181818181,B
-0.3078145708582834,0.1495709090909091,B
-0.03833469061876248,0.0764290909090909,B
0.19427241516966068,0.01869636363636364,B
-0.09226315369261476,0.14340727272727272,B
-0.2168508982035928,0.06348545454545454,B
0.09356263473053893,0.008423636363636364,B
0.07764399201596807,0.07909999999999999,B
-0.22058690618762475,0.12779272727272725,B
-0.060100998003992025,-0.04068,B
0.2274091816367265,0.02917454545454545,B
0.02972562874251497,-0.053007272727272715,B
-0.07650694610778443,-0.007807272727272727,B
0.13141001996007987,0.11793090909090907,B
0.08787740518962077,-0.09985090909090907,B
-0.17672942115768464,0.02855818181818182,B
-0.06464918163672655,0.053418181818181816,B
0.2447897405189621,-0.019723636363636363,B
0.0308626746506986,-0.0565,B
-0.16860766467065869,0.15183090909090907,B
0.20434339321357287,0.16641818181818185,B
0.2678555289421157,0.10622,B
-0.1523641516966068,0.2888690909090909,B
-0.07472015968063872,-0.0470490909090909,B
0.2157138522954092,0.04746,B
-0.012994810379241516,0.1723763636363636,B
-0.21701333333333334,0.03800909090909091,B
0.0064974051896207604,-0.004314545454545455,B
0.12133904191616765,0.0565,B
0.010558283433133732,0.02116181818181818,B
0.021603872255489025,-0.16970545454545455,B
0.05246654690618762,0.14710545454545454,B
0.02030439121756487,-0.10498727272727272,B
0.012994810379241516,-0.09841272727272728,B
0.07179632734530939,0.113,B
0.0402839121756487,-0.2070981818181818,B
-0.09486211576846308,-0.014381818181818181,B
-0.055715249500998,0.12697090909090908,B
0.06562379241516966,0.08341454545454545,B
-0.08365409181636728,0.1035490909090909,B
-0.18712526946107785,0.3379727272727273,B
-0.01088315369261477,0.14464000000000002,B
-0.021603872255489025,0.027941818181818186,B
-0.004548183632734531,0.27695272727272724,B
0.13742011976047905,0.021367272727272728,B
0.1164659880239521,0.042734545454545456,B
-0.0006497405189620758,-0.02095636363636364,B
0.06367457085828343,-0.21100181818181812,B
0.2327695409181637,-0.0741690909090909,B
0.07569477045908184,-0.013149090909090907,B
-0.11857764471057886,-0.16025454545454546,B
0.05798934131736527,0.01664181818181818,B
0.2857233932135729,0.11361636363636365,B
0.05506550898203592,-0.13169636363636364,B
-0.183389261477046,0.2562018181818182,B
0.013157245508982037,0.1532690909090909,B
0.13368411177644712,-0.07375818181818182,B
-0.15561285429141716,0.2062763636363636,B
-0.2631449101796407,0.11587636363636362,B
0.05003001996007984,0.03225636363636363,B
0.05896395209580839,-0.015203636363636362,B
-0.1497651896207585,0.03554363636363636,B
-0.06286239520958083,-0.05403454545454545,B
0.124262874251497,0.012327272727272728,B
-0.021928742514970057,0.05095272727272727,B
-0.1302729740518962,-0.08731818181818181,B
0.16812035928143715,0.04150181818181818,B
0.21067836327345307,-0.12142363636363634,B
-0.05441576846307385,0.008218181818181819,B
0.07666938123752495,0.06759454545454545,B
0.31821041916167664,-0.1341618181818182,B
0.02257848303393213,0.02486,B
-0.1515519760479042,0.10375454545454543,B
0.1801405588822355,0.02547636363636364,B
0.1976835528942116,0.03595454545454545,B
-0.2371552894211577,0.18203272727272726,B
-0.2257848303393213,-0.01910727272727273,B
0.2798757285429142,0.06923818181818181,B
0.13124758483033933,0.18799090909090907,B
-0.35865676646706585,-0.061430909090909085,B
-0.06676083832335329,0.07375818181818182,B
0.2824746906187625,-0.004725454545454546,B
-0.09989760479041916,0.015614545454545454,B
-0.32032207584830336,0.2181927272727273,B
0.11760303393213573,0.06944363636363636,B
0.2714291017964072,-0.04972,B
-0.0719587624750499,0.11998545454545452,B
0.00016243512974051897,0.08259272727272728,B
0.2901091417165669,-0.07827818181818183,B
0.03557329341317365,0.1411472727272727,B
-0.13433385229540915,-0.11197272727272728,B
0.18111516966067864,-0.12347818181818182,B
0.17006958083832335,0.13334,B
-0.24446487025948105,-0.09327636363636364,B
-0.11922738522954092,-0.020545454545454544,B
0.35914407185628744,0.07293636363636362,B
0.06854762475049901,0.11402727272727273,B
-0.390006746506986,0.07540181818181818,B
-0.01104558882235529,0.13539454545454546,B
0.28539852295409185,0.07088181818181817,B
-0.20677992015968066,-0.017052727272727268,B
-0.3916310978043913,0.12224545454545452,B
0.15447580838323352,-0.08937272727272727,B
0.25291149700598803,0.0538290909090909,B
-0.2058053093812376,-0.00862909090909091,B
-0.14586674650698606,-0.04006363636363637,B
0.27792650698602794,0.22189090909090908,B
0.14245560878243513,0.01869636363636364,B
-0.2006073852295409,0.06266363636363638,B
0.04613157684630738,0.1306690909090909,B
0.26915500998003994,0.057321818181818175,B
-0.0445072255489022,0.036570909090909084,B
-0.132709500998004,0.14751636363636364,B
0.09323776447105787,-0.033694545454545456,B
0.007796886227544909,-0.09019454545454544,B
-0.21620115768463075,0.13477818181818182,B
-0.07780642714570858,-0.07252545454545453,B
0.1448921357285429,-0.02855818181818182,B
0.008933932135728542,0.07108727272727272,B
-0.07585720558882235,0.054856363636363634,B
0.12816131736526945,0.04109090909090909,B
0.15723720558882234,0.11608181818181815,B
-0.006984710578842315,0.003903636363636364,B
-0.009746107784431137,-0.0741690909090909,B
0.04889297405189622,0.1723763636363636,B
-0.03736007984031936,0.006369090909090909,B
0.006822275449101796,0.03513272727272727,B
0.16422191616766468,-0.015819999999999997,B
0.016243512974051896,-0.14299636363636362,B
-0.07439528942115768,0.00904,B
0.1621102594810379,0.06574545454545455,B
0.0839789620758483,0.014998181818181815,B
-0.20450582834331327,-0.02629818181818181,B
-0.08349165668662675,0.12882000000000002,B
0.1216639121756487,-0.049309090909090914,B
0.007309580838323355,0.07088181818181817,B
-0.11094319361277444,0.12409454545454544,B
0.05441576846307385,-0.09759090909090908,B
0.13709524950099802,0.18121090909090906,B
-0.0334616367265469,0.1366272727272727,B
-0.03313676646706587,-0.017463636363636362,B
0.10655744510978044,0.04006363636363637,B
-0.0188424750499002,0.06553999999999999,B
-0.0703344111776447,-0.02486,B
0.19410998003992014,0.06800545454545455,B
0.2040185229540918,0.03636545454545455,B
-0.058151776447105785,-0.13046363636363634,B
-0.022903353293413174,0.01869636363636364,B
0.214089500998004,-0.07190909090909091,B
0.05620255489021956,0.06923818181818181,B
-0.20548043912175648,0.16128181818181814,B
-0.010070978043912177,-0.1224509090909091,B
0.1993079041916168,0.01047818181818182,B
-0.036223033932135724,0.25065454545454546,B
-0.2048306986027945,0.036776363636363635,B
0.02712666666666667,0.029996363636363637,B
0.12377556886227545,0.2017563636363636,B
-0.09989760479041916,-0.036776363636363635,B
-0.14326778443113775,0.09307090909090908,B
0.09892299401197603,0.21264545454545453,B
0.07845616766467066,-0.05608909090909092,B
-0.10931884231536927,-0.01869636363636364,B
-0.005685229540918164,0.035749090909090904,B
0.13530846307385228,-0.07992181818181819,B
-0.0022740918163672657,0.02629818181818181,B
-0.145541876247505,0.03143454545454545,B
-0.00471061876247505,-0.13395636363636362,B
0.08267948103792415,0.07314181818181817,B
0.011532894211576843,0.04622727272727272,B
0.07114658682634731,-0.1076581818181818,B
0.09989760479041916,0.17874545454545454,B
-0.02355309381237525,0.07170363636363636,B
0.011370459081836329,-0.07766181818181818,B
0.13319680638722556,0.24161454545454544,B
-0.02793884231536926,0.10683636363636363,B
-0.15301389221556885,-0.10601454545454543,B
0.039471736526946105,0.1144381818181818,B
0.16308487025948104,0.035749090909090904,B
-0.010233413173652695,0.020545454545454544,B
-0.10477065868263473,0.14402363636363635,B
0.08186730538922156,-0.06595090909090909,B
0.11484163672654693,-0.040885454545454544,B
-0.07130902195608782,0.15676181818181814,B
-0.11208023952095808,0.009656363636363637,B
0.0016243512974051895,0.0016436363636363634,B
0.06822275449101796,0.21223454545454545,B
0.07017197604790419,0.037598181818181815,B
-0.0282637125748503,0.07745636363636363,B
-0.06806031936127745,0.17956727272727271,B
0.06984710578842315,-0.01766909090909091,B
0.07699425149700599,0.09307090909090908,B
-0.01721812375249501,0.08649636363636364,B
0.0368727744510978,-0.09307090909090908,B
0.14229317365269462,-0.03451636363636364,B
0.14765353293413175,-0.033489090909090906,B
0.05100463073852295,-0.10991818181818183,B
0.011695329341317366,0.03472181818181818,B
0.09226315369261476,0.04006363636363637,B
-0.007309580838323355,-0.04047454545454546,B
-0.09047636726546908,0.04787090909090909,B
0.05766447105788424,-0.013765454545454546,B
0.02680179640718563,0.015203636363636362,B
-0.13595820359281438,0.14053090909090907,B
-0.05587768463073852,-0.001849090909090909,B
0.0924255888223553,-0.008218181818181819,B
0.03411137724550898,0.11546545454545455,B
-0.027451536926147702,0.009861818181818182,B
-0.06806031936127745,0.08731818181818181,B
-0.0445072255489022,0.1351890909090909,B
0.07975564870259481,0.012121818181818182,B
0.04743105788423154,0.09060545454545453,B
-0.020791696606786425,0.06718363636363636,B
0.02663936127744511,0.013765454545454546,B
0.06432431137724551,0.08464727272727272,B
0.005685229540918164,0.09450909090909093,B
0.011695329341317366,0.07211454545454546,B
0.054740638722554885,-0.008834545454545454,B
-0.008284191616766471,-0.04684363636363637,B
0.03963417165668663,-0.025887272727272724,B
0.192160758483034,-0.06512909090909091,B
0.1385571656686627,0.004520000000000001,B
-0.0761820758483034,0.031229090909090908,B
-0.01900491017964072,0.01725818181818182,B
0.15983616766467065,0.07540181818181818,B
-0.04337017964071856,0.03739272727272727,B
-0.248525748502994,0.09718,B
0.03459868263473054,0.07683999999999999,B
0.1798156886227545,0.057527272727272726,B
-0.09989760479041916,0.04828181818181818,B
-0.07244606786427145,0.00862909090909091,B
0.19833329341317368,0.0749909090909091,B
0.03671033932135728,-0.07252545454545453,B
-0.2815000798403194,-0.012943636363636362,B
-0.05295385229540918,0.05013090909090909,B
0.21652602794411172,-0.07252545454545453,B
-0.05896395209580839,-0.09266,B
-0.2546982834331337,-0.016847272727272728,B
0.042395568862275454,0.08526363636363636,B
0.21376463073852287,-0.009656363636363637,B
-0.14180586826347305,0.12039636363636362,B
-0.214089500998004,0.20956363636363634,B
0.15382606786427147,0.010067272727272723,B
0.09063880239520958,0.043967272727272716,B
-0.16600870259481038,0.14505090909090906,B
0.049055409181636735,-0.08156545454545455,B
0.2092164471057884,-0.013354545454545456,B
-0.02615205588822355,0.09882363636363636,B
-0.02404039920159681,-0.14402363636363635,B
0.16340974051896207,0.09759090909090908,B
0.0003248702594810379,0.08403090909090909,B
-0.1533387624750499,-0.09307090909090908,B
0.1104558882235529,0.14422909090909092,B
